StoreID,DateID,Weekly_Sales,Holiday_Flag
1,2010-02-05,1643690.9,0
1,2010-02-12,1641957.44,1
1,2010-02-19,1611968.17,0
1,2010-02-26,1409727.59,0
1,2010-03-05,1554806.68,0
1,2010-03-12,1439541.59,0
1,2010-03-19,1472515.79,0
1,2010-03-26,1404429.92,0
1,2010-04-02,1594968.28,0
1,2010-04-09,1545418.53,0
1,2010-04-16,1466058.28,0
1,2010-04-23,1391256.12,0
1,2010-04-30,1425100.71,0
1,2010-05-07,1603955.12,0
1,2010-05-14,1494251.5,0
1,2010-05-21,1399662.07,0
1,2010-05-28,1432069.95,0
1,2010-06-04,1615524.71,0
1,2010-06-11,1542561.09,0
1,2010-06-18,1503284.06,0
1,2010-06-25,1422711.6,0
1,2010-07-02,1492418.14,0
1,2010-07-09,1546074.18,0
1,2010-07-16,1448938.92,0
1,2010-07-23,1385065.2,0
1,2010-07-30,1371986.6,0
1,2010-08-06,1605491.78,0
1,2010-08-13,1508237.76,0
1,2010-08-20,1513080.49,0
1,2010-08-27,1449142.92,0
1,2010-09-03,1540163.53,0
1,2010-09-10,1507460.69,1
1,2010-09-17,1430378.67,0
1,2010-09-24,1351791.03,0
1,2010-10-01,1453329.5,0
1,2010-10-08,1508239.93,0
1,2010-10-15,1459409.1,0
1,2010-10-22,1345454.0,0
1,2010-10-29,1384209.22,0
1,2010-11-05,1551659.28,0
1,2010-11-12,1494479.49,0
1,2010-11-19,1483784.18,0
1,2010-11-26,1955624.11,1
1,2010-12-03,1548033.78,0
1,2010-12-10,1682614.26,0
1,2010-12-17,1891034.93,0
1,2010-12-24,2387950.2,0
1,2010-12-31,1367320.01,1
1,2011-01-07,1444732.28,0
1,2011-01-14,1391013.96,0
1,2011-01-21,1327405.42,0
1,2011-01-28,1316899.31,0
1,2011-02-04,1606629.58,0
1,2011-02-11,1649614.93,1
1,2011-02-18,1686842.78,0
1,2011-02-25,1456800.28,0
1,2011-03-04,1636263.41,0
1,2011-03-11,1553191.63,0
1,2011-03-18,1576818.06,0
1,2011-03-25,1541102.38,0
1,2011-04-01,1495064.75,0
1,2011-04-08,1614259.35,0
1,2011-04-15,1559889.0,0
1,2011-04-22,1564819.81,0
1,2011-04-29,1455090.69,0
1,2011-05-06,1629391.28,0
1,2011-05-13,1604775.58,0
1,2011-05-20,1428218.27,0
1,2011-05-27,1466046.67,0
1,2011-06-03,1635078.41,0
1,2011-06-10,1588948.32,0
1,2011-06-17,1532114.86,0
1,2011-06-24,1438830.15,0
1,2011-07-01,1488538.09,0
1,2011-07-08,1534849.64,0
1,2011-07-15,1455119.97,0
1,2011-07-22,1396926.82,0
1,2011-07-29,1352219.79,0
1,2011-08-05,1624383.75,0
1,2011-08-12,1525147.09,0
1,2011-08-19,1530761.43,0
1,2011-08-26,1464693.46,0
1,2011-09-02,1550229.22,0
1,2011-09-09,1540471.24,1
1,2011-09-16,1514259.78,0
1,2011-09-23,1380020.27,0
1,2011-09-30,1394561.83,0
1,2011-10-07,1630989.95,0
1,2011-10-14,1493525.93,0
1,2011-10-21,1502562.78,0
1,2011-10-28,1445249.09,0
1,2011-11-04,1697229.58,0
1,2011-11-11,1594938.89,0
1,2011-11-18,1539483.7,0
1,2011-11-25,2033320.66,1
1,2011-12-02,1584083.95,0
1,2011-12-09,1799682.38,0
1,2011-12-16,1881176.67,0
1,2011-12-23,2270188.99,0
1,2011-12-30,1497462.72,1
1,2012-01-06,1550369.92,0
1,2012-01-13,1459601.17,0
1,2012-01-20,1394393.84,0
1,2012-01-27,1319325.59,0
1,2012-02-03,1636339.65,0
1,2012-02-10,1802477.43,1
1,2012-02-17,1819870.0,0
1,2012-02-24,1539387.83,0
1,2012-03-02,1688420.76,0
1,2012-03-09,1675431.16,0
1,2012-03-16,1677472.78,0
1,2012-03-23,1511068.07,0
1,2012-03-30,1649604.63,0
1,2012-04-06,1899676.88,0
1,2012-04-13,1621031.7,0
1,2012-04-20,1521577.87,0
1,2012-04-27,1468928.37,0
1,2012-05-04,1684519.99,0
1,2012-05-11,1611096.05,0
1,2012-05-18,1595901.87,0
1,2012-05-25,1555444.55,0
1,2012-06-01,1624477.58,0
1,2012-06-08,1697230.96,0
1,2012-06-15,1630607.0,0
1,2012-06-22,1527845.81,0
1,2012-06-29,1540421.49,0
1,2012-07-06,1769854.16,0
1,2012-07-13,1527014.04,0
1,2012-07-20,1497954.76,0
1,2012-07-27,1439123.71,0
1,2012-08-03,1631135.79,0
1,2012-08-10,1592409.97,0
1,2012-08-17,1597868.05,0
1,2012-08-24,1494122.38,0
1,2012-08-31,1582083.4,0
1,2012-09-07,1661767.33,1
1,2012-09-14,1517428.87,0
1,2012-09-21,1506126.06,0
1,2012-09-28,1437059.26,0
1,2012-10-05,1670785.97,0
1,2012-10-12,1573072.81,0
1,2012-10-19,1508068.77,0
1,2012-10-26,1493659.74,0
2,2010-02-05,2136989.46,0
2,2010-02-12,2137809.5,1
2,2010-02-19,2124451.54,0
2,2010-02-26,1865097.27,0
2,2010-03-05,1991013.13,0
2,2010-03-12,1990483.78,0
2,2010-03-19,1946070.88,0
2,2010-03-26,1750197.81,0
2,2010-04-02,2066187.72,0
2,2010-04-09,1954689.21,0
2,2010-04-16,1874957.94,0
2,2010-04-23,1821990.93,0
2,2010-04-30,1802450.29,0
2,2010-05-07,2042581.71,0
2,2010-05-14,1880752.36,0
2,2010-05-21,1896937.1,0
2,2010-05-28,1957113.89,0
2,2010-06-04,2102539.93,0
2,2010-06-11,2025538.76,0
2,2010-06-18,2001636.96,0
2,2010-06-25,1939927.09,0
2,2010-07-02,2003940.64,0
2,2010-07-09,1880902.62,0
2,2010-07-16,1845879.79,0
2,2010-07-23,1781717.71,0
2,2010-07-30,1804246.16,0
2,2010-08-06,1991909.98,0
2,2010-08-13,1895601.05,0
2,2010-08-20,1964335.23,0
2,2010-08-27,1863840.49,0
2,2010-09-03,1904608.09,0
2,2010-09-10,1839128.83,1
2,2010-09-17,1793903.6,0
2,2010-09-24,1724557.22,0
2,2010-10-01,1827440.43,0
2,2010-10-08,1849921.44,0
2,2010-10-15,1794355.49,0
2,2010-10-22,1737947.64,0
2,2010-10-29,1802755.11,0
2,2010-11-05,1939061.41,0
2,2010-11-12,1916812.74,0
2,2010-11-19,1956739.17,0
2,2010-11-26,2658725.29,1
2,2010-12-03,2015781.27,0
2,2010-12-10,2378726.55,0
2,2010-12-17,2609166.75,0
2,2010-12-24,3436007.68,0
2,2010-12-31,1750434.55,1
2,2011-01-07,1758050.79,0
2,2011-01-14,1744193.58,0
2,2011-01-21,1751384.9,0
2,2011-01-28,1695371.68,0
2,2011-02-04,1929346.23,0
2,2011-02-11,2168041.61,1
2,2011-02-18,2080884.82,0
2,2011-02-25,1833511.08,0
2,2011-03-04,1981607.78,0
2,2011-03-11,1879107.31,0
2,2011-03-18,1902557.66,0
2,2011-03-25,1766162.05,0
2,2011-04-01,1800171.36,0
2,2011-04-08,1847552.61,0
2,2011-04-15,1856467.84,0
2,2011-04-22,1886339.6,0
2,2011-04-29,1745545.28,0
2,2011-05-06,1837743.6,0
2,2011-05-13,1838513.07,0
2,2011-05-20,1688281.86,0
2,2011-05-27,1797732.56,0
2,2011-06-03,1933756.21,0
2,2011-06-10,1929153.16,0
2,2011-06-17,1953771.99,0
2,2011-06-24,1790925.8,0
2,2011-07-01,1866243.0,0
2,2011-07-08,1853161.99,0
2,2011-07-15,1785187.29,0
2,2011-07-22,1743816.41,0
2,2011-07-29,1680693.06,0
2,2011-08-05,1876704.26,0
2,2011-08-12,1812768.26,0
2,2011-08-19,1844094.59,0
2,2011-08-26,1821139.91,0
2,2011-09-02,1809119.7,0
2,2011-09-09,1748000.65,1
2,2011-09-16,1691439.52,0
2,2011-09-23,1669299.78,0
2,2011-09-30,1650394.44,0
2,2011-10-07,1837553.43,0
2,2011-10-14,1743882.19,0
2,2011-10-21,1834680.25,0
2,2011-10-28,1769296.25,0
2,2011-11-04,1959707.9,0
2,2011-11-11,1920725.15,0
2,2011-11-18,1902762.5,0
2,2011-11-25,2614202.3,1
2,2011-12-02,1954952.0,0
2,2011-12-09,2290549.32,0
2,2011-12-16,2432736.52,0
2,2011-12-23,3224369.8,0
2,2011-12-30,1874226.52,1
2,2012-01-06,1799520.14,0
2,2012-01-13,1744725.48,0
2,2012-01-20,1711769.11,0
2,2012-01-27,1660906.14,0
2,2012-02-03,1935299.94,0
2,2012-02-10,2103322.68,1
2,2012-02-17,2196688.46,0
2,2012-02-24,1861802.7,0
2,2012-03-02,1952555.66,0
2,2012-03-09,1937628.26,0
2,2012-03-16,1976082.13,0
2,2012-03-23,1790439.16,0
2,2012-03-30,1857480.84,0
2,2012-04-06,2129035.91,0
2,2012-04-13,1935869.1,0
2,2012-04-20,1847344.45,0
2,2012-04-27,1764133.09,0
2,2012-05-04,1923957.09,0
2,2012-05-11,1917520.99,0
2,2012-05-18,2000940.67,0
2,2012-05-25,1912791.09,0
2,2012-06-01,1910092.37,0
2,2012-06-08,2010216.49,0
2,2012-06-15,1962924.3,0
2,2012-06-22,1887733.21,0
2,2012-06-29,1881046.12,0
2,2012-07-06,2041507.4,0
2,2012-07-13,1830075.13,0
2,2012-07-20,1819666.46,0
2,2012-07-27,1757923.88,0
2,2012-08-03,1946104.64,0
2,2012-08-10,1866719.96,0
2,2012-08-17,1928016.01,0
2,2012-08-24,1876788.15,0
2,2012-08-31,1947083.3,0
2,2012-09-07,1898777.07,1
2,2012-09-14,1814806.63,0
2,2012-09-21,1829415.67,0
2,2012-09-28,1746470.56,0
2,2012-10-05,1998321.04,0
2,2012-10-12,1900745.13,0
2,2012-10-19,1847990.41,0
2,2012-10-26,1834458.35,0
3,2010-02-05,461622.22,0
3,2010-02-12,420728.96,1
3,2010-02-19,421642.19,0
3,2010-02-26,407204.86,0
3,2010-03-05,415202.04,0
3,2010-03-12,384200.69,0
3,2010-03-19,375328.59,0
3,2010-03-26,359949.27,0
3,2010-04-02,423294.4,0
3,2010-04-09,415870.28,0
3,2010-04-16,354993.26,0
3,2010-04-23,339976.65,0
3,2010-04-30,361248.39,0
3,2010-05-07,399323.86,0
3,2010-05-14,384357.94,0
3,2010-05-21,343763.17,0
3,2010-05-28,350089.23,0
3,2010-06-04,396968.8,0
3,2010-06-11,355017.09,0
3,2010-06-18,364076.85,0
3,2010-06-25,357346.48,0
3,2010-07-02,381151.72,0
3,2010-07-09,349214.18,0
3,2010-07-16,352728.78,0
3,2010-07-23,352864.49,0
3,2010-07-30,347955.05,0
3,2010-08-06,402635.76,0
3,2010-08-13,339597.38,0
3,2010-08-20,351728.21,0
3,2010-08-27,362134.09,0
3,2010-09-03,366473.97,0
3,2010-09-10,352260.97,1
3,2010-09-17,363064.64,0
3,2010-09-24,355626.87,0
3,2010-10-01,358784.1,0
3,2010-10-08,395107.35,0
3,2010-10-15,345584.39,0
3,2010-10-22,348895.98,0
3,2010-10-29,348591.74,0
3,2010-11-05,423175.56,0
3,2010-11-12,386635.03,0
3,2010-11-19,372545.32,0
3,2010-11-26,565567.84,1
3,2010-12-03,476420.77,0
3,2010-12-10,467642.03,0
3,2010-12-17,498159.39,0
3,2010-12-24,605990.41,0
3,2010-12-31,382677.76,1
3,2011-01-07,378241.34,0
3,2011-01-14,381061.1,0
3,2011-01-21,350876.7,0
3,2011-01-28,364866.24,0
3,2011-02-04,438516.53,0
3,2011-02-11,430526.21,1
3,2011-02-18,432782.1,0
3,2011-02-25,397211.19,0
3,2011-03-04,437084.51,0
3,2011-03-11,404753.3,0
3,2011-03-18,392109.51,0
3,2011-03-25,380683.67,0
3,2011-04-01,374556.08,0
3,2011-04-08,384075.31,0
3,2011-04-15,366250.69,0
3,2011-04-22,391860.04,0
3,2011-04-29,367405.4,0
3,2011-05-06,413042.12,0
3,2011-05-13,386312.68,0
3,2011-05-20,364603.13,0
3,2011-05-27,369350.6,0
3,2011-06-03,394507.84,0
3,2011-06-10,391638.75,0
3,2011-06-17,403423.34,0
3,2011-06-24,385520.71,0
3,2011-07-01,368962.72,0
3,2011-07-08,395146.24,0
3,2011-07-15,373454.33,0
3,2011-07-22,360617.37,0
3,2011-07-29,345381.29,0
3,2011-08-05,409981.25,0
